Date,Label,subjectivity,objectivity,sentiment
2008-08-08,0,-0.083896965,1.083897,-0.2437656
2008-08-11,1,0.3362081,0.6637919,-0.10454029
2008-08-12,0,0.16331919,0.8366808,-0.508389
2008-08-13,0,0.11056545,0.8894346,-0.41150093
2008-08-14,1,0.4142767,0.5857233,-0.6829887
2008-08-15,1,0.03105411,0.96894586,-0.38525918
2008-08-18,0,0.32242316,0.67757684,-0.6500092
2008-08-19,0,0.5239678,0.4760322,-0.30851784
2008-08-20,1,0.6440997,0.3559003,-0.55396557
2008-08-21,1,0.29289407,0.70710593,0.19787794
2008-08-22,1,0.16918528,0.8308147,-0.14261374
2008-08-25,0,0.5031251,0.49687493,-0.53113186
2008-08-26,1,0.2551518,0.7448482,-0.4697368
2008-08-27,1,0.2259224,0.7740776,-0.27816638
2008-08-28,1,-0.023935392,1.0239354,-0.44963577
2008-08-29,0,0.55676377,0.44323623,-0.348525
2008-09-02,0,0.13361235,0.86638767,-0.15487632
2008-09-03,1,-0.1268014,1.1268014,-0.48205596
2008-09-04,0,0.32355827,0.6764417,-0.6531128
2008-09-05,1,0.20648038,0.7935196,-0.5508379
2008-09-08,1,0.13967107,0.8603289,-0.34736168
2008-09-09,0,0.15230209,0.8476979,-0.62990963
2008-09-10,1,0.3102308,0.6897692,-0.12151316
2008-09-11,1,-0.04037121,1.0403712,-0.36988717
2008-09-12,0,0.43002653,0.56997347,-0.08547953
2008-09-15,0,0.2050884,0.7949116,-0.30188483
2008-09-16,1,0.040848136,0.95915186,-0.37228465
2008-09-17,0,0.6088679,0.39113212,-0.12191853
2008-09-18,1,-0.09701574,1.0970157,-0.51307535
2008-09-19,1,0.2926586,0.70734143,-0.14477867
2008-09-22,0,0.2806105,0.7193895,-0.43261912
2008-09-23,0,0.22565189,0.77434814,-0.24492648
2008-09-24,0,0.17293963,0.82706034,-0.45923924
2008-09-25,1,0.14853704,0.85146296,-0.3973218
2008-09-26,1,-0.08938868,1.0893887,-0.85874957
2008-09-29,0,0.6815824,0.3184176,-0.37917373
2008-09-30,1,-0.060324706,1.0603247,-0.12589087
2008-10-01,0,0.09794908,0.9020509,-0.3777176
2008-10-02,0,0.55551946,0.44448054,-0.6388807
2008-10-03,0,0.21077713,0.78922284,-0.8068689
2008-10-06,0,0.027232364,0.97276765,-0.15844682
2008-10-07,0,0.561527,0.438473,-0.66493297
2008-10-08,0,0.1597634,0.8402366,-0.76820207
2008-10-09,0,-0.22012675,1.2201267,0.099435925
2008-10-10,0,0.24049357,0.75950646,-0.41068134
2008-10-13,1,-0.13880277,1.1388028,-0.48580724
2008-10-14,0,0.15859002,0.84141,-0.10730167
2008-10-15,0,0.29169312,0.7083069,-0.38218677
2008-10-16,1,0.28534546,0.71465456,-0.2121763
2008-10-17,0,0.20574602,0.79425395,-0.5607153
2008-10-20,1,0.12267638,0.8773236,-0.3219631
2008-10-21,0,-0.3710904,1.3710904,-0.6164695
2008-10-22,0,0.11483217,0.88516784,-0.38232136
2008-10-23,1,0.2544253,0.7455747,-0.07991098
2008-10-24,0,0.28245646,0.71754354,-0.5518701
2008-10-27,0,0.14190257,0.85809743,-0.41136795
2008-10-28,1,-0.017191302,1.0171913,-0.09036067
2008-10-29,0,0.17685369,0.82314634,-0.3054102
2008-10-30,1,-0.31167293,1.3116729,-0.33410698
2008-10-31,1,0.09138352,0.9086165,-0.8264095
2008-11-03,0,0.0030915737,0.9969084,-0.22539997
2008-11-04,1,0.08789241,0.9121076,-0.21933872
2008-11-05,0,0.41421914,0.58578086,-0.58852625
2008-11-06,0,0.015137896,0.9848621,-0.24924687
2008-11-07,1,0.13359219,0.8664078,-0.562706
2008-11-10,0,0.17596538,0.82403463,-0.5596664
2008-11-11,0,0.10457152,0.8954285,-0.24350695
2008-11-12,0,0.2565166,0.7434834,-0.42072266
2008-11-13,1,-0.0378431,1.0378431,-0.34573168
2008-11-14,0,0.42590076,0.57409924,-0.6081352
2008-11-17,0,0.23163897,0.76836103,-0.17053922
2008-11-18,1,-0.12974402,1.129744,-0.35073727
2008-11-19,0,0.31116453,0.6888355,-0.07124516
2008-11-20,0,0.32237527,0.6776247,-0.14253253
2008-11-21,1,0.22621131,0.7737887,-0.27482462
2008-11-24,1,0.22800258,0.77199745,-0.15344384
2008-11-25,1,0.47401,0.52599,-0.37762922
2008-11-26,1,-0.011126965,1.011127,-0.34221408
2008-11-28,1,0.1588321,0.8411679,-0.5913784
2008-12-01,0,0.058334798,0.9416652,-0.28255895
2008-12-02,1,0.29591066,0.70408934,-0.48962307
2008-12-03,1,0.066130236,0.9338698,-0.21645558
2008-12-04,0,0.02162093,0.9783791,0.16753393
2008-12-05,1,0.28832752,0.7116725,-0.031425238
2008-12-08,1,0.19062531,0.8093747,-0.31828517
2008-12-09,0,0.30989766,0.69010234,-0.095864594
2008-12-10,1,-0.2679997,1.2679996,-0.9684484
2008-12-11,0,0.5352837,0.46471632,-0.6085286
2008-12-12,1,-0.10494268,1.1049427,-0.30024204
2008-12-15,0,-0.18473466,1.1847347,-0.4316923
2008-12-16,1,0.24350967,0.75649035,-0.07350996
2008-12-17,0,0.20107564,0.7989243,-0.15466198
2008-12-18,0,0.26121777,0.7387822,-0.08592227
2008-12-19,0,0.16396576,0.83603424,-0.6171287
2008-12-22,0,0.0024929866,0.99750704,-0.2426942
2008-12-23,0,0.19121848,0.8087815,-0.36905
2008-12-24,1,0.0035274327,0.9964726,-0.42098066
2008-12-26,1,0.06711395,0.93288606,-0.24054328
2008-12-29,0,-0.036580376,1.0365803,-0.21088706
2008-12-30,1,0.27008957,0.72991043,-0.38871664
2008-12-31,1,0.37632594,0.62367404,-0.41121513
2009-01-02,1,-0.12647742,1.1264775,-0.57340914
2009-01-05,0,0.4923257,0.50767434,-0.42467773
2009-01-06,1,-0.006694868,1.0066949,-0.7223398
2009-01-07,0,0.6031909,0.3968091,-0.15562129
2009-01-08,0,0.28169763,0.71830237,-0.55109227
2009-01-09,0,0.7088799,0.2911201,-0.6387413
2009-01-12,0,-0.028397411,1.0283974,-0.2016156
2009-01-13,0,0.14359795,0.85640204,-0.5610187
2009-01-14,0,0.22583273,0.7741673,-0.33957738
2009-01-15,1,0.2736925,0.7263075,-0.16144994
2009-01-16,1,0.3946095,0.6053905,-0.44454747
2009-01-20,0,-0.11602515,1.1160252,-0.40414324
2009-01-21,1,-0.03635958,1.0363595,-0.0734216
2009-01-22,0,0.23209843,0.76790154,-0.66162217
2009-01-23,0,0.10993153,0.8900685,-0.52964854
2009-01-26,1,-0.034913957,1.034914,-0.532339
2009-01-27,1,-0.10279751,1.1027975,-0.76683533
2009-01-28,1,0.0995252,0.9004748,-0.6477455
2009-01-29,0,0.36448702,0.63551295,-0.23904726
2009-01-30,0,0.48736537,0.51263463,-0.12072341
2009-02-02,0,0.55734104,0.44265896,-0.35867983
2009-02-03,1,0.29050344,0.70949656,-0.2128919
2009-02-04,0,0.06871565,0.93128437,-0.16774268
2009-02-05,1,0.3290033,0.67099667,-0.32334036
2009-02-06,1,-0.037655264,1.0376552,-0.66936934
2009-02-09,0,0.32816517,0.6718348,-0.3200821
2009-02-10,0,-0.062135354,1.0621353,-0.39189973
2009-02-11,1,0.37265193,0.62734807,-0.65110904
2009-02-12,0,0.34418014,0.6558199,-0.42532563
2009-02-13,0,0.43666816,0.56333184,-0.50787896
2009-02-17,0,0.21287279,0.7871272,-0.22905013
2009-02-18,1,-0.21730663,1.2173066,-0.18056148
2009-02-19,0,0.37080997,0.62919,-0.36745036
2009-02-20,0,0.22130659,0.77869344,-0.39884806
2009-02-23,0,0.10242665,0.89757335,-0.5004066
2009-02-24,1,0.47425753,0.5257425,-0.054032207
2009-02-25,0,0.39770567,0.6022943,-0.58147234
2009-02-26,0,0.13027067,0.86972934,-0.56478584
2009-02-27,0,0.48561937,0.51438063,-0.569808
2009-03-02,0,0.13808542,0.8619146,-0.39455637
2009-03-03,0,0.19130066,0.80869937,-0.769897
2009-03-04,1,0.17094281,0.8290572,-0.1773147
2009-03-05,0,0.13148093,0.86851907,-0.36637253
2009-03-06,1,0.17001589,0.8299841,-0.6637784
2009-03-09,0,0.26076934,0.73923063,-0.6013936
2009-03-10,1,0.1698121,0.8301879,-0.25560588
2009-03-11,1,0.053596765,0.94640326,-0.28295106
2009-03-12,1,0.035344675,0.96465534,-0.7153392
2009-03-13,1,0.047872096,0.95212793,-0.3173426
2009-03-16,0,0.3144767,0.6855233,-0.4438163
2009-03-17,1,0.286651,0.713349,-0.28776798
2009-03-18,1,0.19914415,0.8008559,0.10893768
2009-03-19,0,-0.18719804,1.187198,-0.6245897
2009-03-20,0,0.25960857,0.74039143,-0.6183226
2009-03-23,1,-0.080564424,1.0805644,-0.25975418
2009-03-24,0,0.10621905,0.89378095,-0.51133364
2009-03-25,1,-0.143863,1.143863,-0.22831413
2009-03-26,1,0.031321883,0.9686781,-0.49146217
2009-03-27,0,0.1306313,0.8693687,-0.3857023
2009-03-30,0,0.4385068,0.56149316,-0.45620322
2009-03-31,1,0.13932858,0.8606714,-0.56764853
2009-04-01,1,0.37602094,0.6239791,-0.3485673
2009-04-02,1,0.13533036,0.8646696,-0.6714124
2009-04-03,1,0.36103106,0.63896894,-0.40948987
2009-04-06,0,0.30658153,0.6934185,-0.21603936
2009-04-07,0,0.14077197,0.859228,-0.63973945
2009-04-08,1,0.52328706,0.47671294,0.327258
2009-04-09,1,0.4620013,0.5379987,-0.26707336
2009-04-13,0,-0.48549208,1.4854921,-0.53636396
2009-04-14,0,0.00089947134,0.9991005,-0.6781244
2009-04-15,1,-0.3193872,1.3193872,-0.20573516
2009-04-16,1,-0.058370635,1.0583706,-0.4122097
2009-04-17,1,0.23279795,0.767202,-0.38489446
2009-04-20,0,-0.59750754,1.5975075,-0.44798023
2009-04-21,1,0.07997382,0.9200262,-0.25840372
2009-04-22,0,0.058692515,0.9413075,-0.46588093
2009-04-23,1,0.17596322,0.8240368,-0.16767137
2009-04-24,1,-0.004062414,1.0040624,-0.37043095
2009-04-27,0,0.09614697,0.90385306,-0.17988965
2009-04-28,0,0.059504315,0.94049567,0.0025250614
2009-04-29,1,0.19203685,0.80796313,-0.51060915
2009-04-30,0,0.04560241,0.95439756,-0.38968
2009-05-01,1,0.15733829,0.84266174,-0.34785593
2009-05-04,1,0.4347856,0.5652144,-0.5704591
2009-05-05,0,0.24708983,0.75291014,-0.66638845
2009-05-06,1,-0.1974244,1.1974244,-0.07474464
2009-05-07,0,0.17488468,0.8251153,-0.68951535
2009-05-08,1,-0.26452172,1.2645217,-0.44876903
2009-05-11,0,0.027679294,0.9723207,-0.34010383
2009-05-12,1,0.055918843,0.9440812,-0.5958175
2009-05-13,0,0.017161578,0.9828384,-0.19061096
2009-05-14,1,-0.052854,1.0528541,-0.42223394
2009-05-15,0,-0.09433435,1.0943344,-0.18827158
2009-05-18,1,0.1461889,0.8538111,-0.36222276
2009-05-19,0,0.06116824,0.93883175,-0.16595644
2009-05-20,0,-0.33448142,1.3344815,-0.48077124
2009-05-21,0,0.31961817,0.68038183,-0.21741146
2009-05-22,0,0.53020364,0.46979636,-0.58104694
2009-05-26,1,-0.032074824,1.0320748,-0.38136357
2009-05-27,0,0.15976036,0.84023964,-0.44000697
2009-05-28,1,0.19957429,0.8004257,-0.108199924
2009-05-29,1,0.239832,0.760168,-0.2406618
2009-06-01,1,-0.024158567,1.0241586,-0.45695752
2009-06-02,1,0.14526395,0.85473603,-0.25428528
2009-06-03,0,0.30512694,0.6948731,-0.6957283
2009-06-04,1,0.21834348,0.7816565,-0.38460606
2009-06-05,1,-0.08730571,1.0873057,-0.10141885
2009-06-08,1,-0.08491373,1.0849137,-0.29254353
2009-06-09,0,-0.077116214,1.0771163,-0.33739847
2009-06-10,0,0.048046082,0.9519539,-0.40537167
2009-06-11,1,0.35666338,0.64333665,-0.28351778
2009-06-12,1,0.33540848,0.66459155,-0.5009337
2009-06-15,0,0.42164737,0.57835263,-0.31197134
2009-06-16,0,0.48643172,0.5135683,0.23436628
2009-06-17,0,-0.26215357,1.2621536,-0.5655732
2009-06-18,1,0.14254883,0.8574512,-0.49799284
2009-06-19,0,0.17526567,0.82473433,-0.42490163
2009-06-22,0,-0.27643204,1.276432,-0.4446663
2009-06-23,0,0.41526872,0.5847313,-0.35531086
2009-06-24,0,0.14234553,0.85765445,-0.0499835
2009-06-25,1,0.39434454,0.60565543,-0.34995046
2009-06-26,0,0.21181318,0.7881868,-0.31505793
2009-06-29,1,-0.016064294,1.0160643,-0.42808533
2009-06-30,0,0.35087997,0.64912003,-0.63147235
2009-07-01,1,0.5573853,0.44261467,-0.52366835
2009-07-02,0,0.07906863,0.92093134,-0.20139849
2009-07-06,1,0.11874461,0.8812554,-0.5425413
2009-07-07,0,0.19645736,0.8035426,-0.38443732
2009-07-08,1,0.025428027,0.97457194,0.004251763
2009-07-09,1,0.2669205,0.7330795,-0.30021095
2009-07-10,0,0.32123142,0.6787686,-0.38713622
2009-07-13,1,-0.10133417,1.1013342,-0.576643
2009-07-14,1,0.048791885,0.9512081,-0.5449212
2009-07-15,1,0.4619659,0.5380341,-0.15563634
2009-07-16,1,0.23490775,0.76509225,-0.25006697
2009-07-17,1,0.26498654,0.7350135,-0.7318853
2009-07-20,1,0.26107144,0.73892856,-0.036259085
2009-07-21,1,0.01932177,0.9806782,-0.36162257
2009-07-22,0,0.08681837,0.91318166,-0.34789225
2009-07-23,1,-0.07667516,1.0766752,-0.1546948
2009-07-24,1,0.3265959,0.6734041,-0.030478746
2009-07-27,1,0.033873737,0.96612626,-0.12228434
2009-07-28,0,0.2078696,0.7921304,-0.8078051
2009-07-29,0,0.18517338,0.8148266,-0.46207857
2009-07-30,1,-0.00019335747,1.0001934,-0.20659062
2009-07-31,1,0.17028952,0.8297105,-0.5246042
2009-08-03,1,0.25253338,0.7474666,-0.5604341
2009-08-04,1,0.32116932,0.6788307,-0.1916053
2009-08-05,0,-0.39106637,1.3910663,-0.2584009
2009-08-06,0,0.052758515,0.9472415,-0.3550703
2009-08-07,1,0.31758195,0.68241805,-0.4502155
2009-08-10,0,0.29236233,0.70763767,-0.38359666
2009-08-11,0,0.35290873,0.64709127,-0.4845487
2009-08-12,1,0.2612121,0.7387879,-0.46500632
2009-08-13,1,-0.093877405,1.0938774,-0.45603973
2009-08-14,0,-0.30860028,1.3086003,-0.2654059
2009-08-17,0,0.16577071,0.8342293,-0.72820824
2009-08-18,1,0.3758875,0.6241125,-0.40231383
2009-08-19,1,0.114908926,0.88509107,-0.53456974
2009-08-20,1,-0.13215259,1.1321526,-0.21788576
2009-08-21,1,-0.4721371,1.4721371,-0.33269307
2009-08-24,1,0.22270024,0.77729976,-0.4677927
2009-08-25,1,-0.071954906,1.071955,-0.42414364
2009-08-26,1,0.04776258,0.9522374,-0.62742364
2009-08-27,1,0.52112997,0.47887003,-0.48694533
2009-08-28,0,0.32121626,0.6787838,-0.19529662
2009-08-31,0,0.42871988,0.5712801,-0.14658573
2009-09-01,0,0.2288238,0.7711762,-0.32420802
2009-09-02,0,0.36354363,0.6364564,-0.17750186
2009-09-03,1,0.14227511,0.8577249,-0.35235125
2009-09-04,1,0.07028182,0.9297182,-0.48527604
2009-09-08,1,0.38353032,0.6164697,-0.6858949
2009-09-09,1,-0.3699002,1.3699002,-0.5059594
2009-09-10,1,0.007011935,0.99298805,-0.1419895
2009-09-11,0,-0.09192254,1.0919225,-0.2696072
2009-09-14,1,0.6193822,0.3806178,-0.20144731
2009-09-15,1,-0.24817851,1.2481785,-0.52848184
2009-09-16,1,0.41787305,0.582127,-0.5341972
2009-09-17,0,0.3982719,0.6017281,-0.14343755
2009-09-18,1,-0.12465759,1.1246576,-0.463394
2009-09-21,0,0.38720256,0.61279744,-0.1834366
2009-09-22,1,0.102090806,0.89790916,-0.14622262
2009-09-23,0,0.52076995,0.47923005,-0.46269986
2009-09-24,0,0.4137911,0.58620894,-0.5563837
2009-09-25,0,0.41395366,0.58604634,-0.504409
2009-09-28,1,-0.047396973,1.047397,-0.020084143
2009-09-29,0,-0.023845717,1.0238457,-0.2862408
2009-09-30,0,-0.045751244,1.0457512,-0.88783514
2009-10-01,0,0.088799655,0.91120034,-0.586476
2009-10-02,0,0.10776564,0.8922344,-0.6597029
2009-10-05,1,0.102949634,0.8970504,-0.4296525
2009-10-06,1,0.5937381,0.40626192,0.10819903
2009-10-07,0,0.3337979,0.66620207,-0.43590772
2009-10-08,1,0.24216662,0.75783336,-0.13321477
2009-10-09,1,0.22258645,0.77741355,-0.76481616
2009-10-12,1,0.17397714,0.82602286,-0.19958772
2009-10-13,0,0.18675722,0.8132428,-0.19771075
2009-10-14,1,0.18042745,0.81957257,-0.69904745
2009-10-15,1,0.14538452,0.85461545,-0.44438738
2009-10-16,0,0.11391014,0.88608986,-0.20039707
2009-10-19,1,-0.04301992,1.0430199,-0.13152078
2009-10-20,0,0.26691335,0.73308665,-0.28167844
2009-10-21,0,-0.29441953,1.2944195,-0.47611082
2009-10-22,1,-0.28906593,1.289066,-0.8198281
2009-10-23,0,0.1725526,0.8274474,-0.24356222
2009-10-26,0,0.18404585,0.81595415,-0.42258954
2009-10-27,1,-0.12302488,1.123025,-0.9313025
2009-10-28,0,0.7570927,0.24290729,-0.29622555
2009-10-29,1,0.30055866,0.6994413,-0.098115444
2009-10-30,0,0.2226537,0.7773463,-0.25808287
2009-11-02,1,0.08651416,0.9134858,-0.41244513
2009-11-03,0,0.37028447,0.62971556,-0.622934
2009-11-04,1,-0.23347723,1.2334772,-0.43517014
2009-11-05,1,-0.037464984,1.037465,-0.41875282
2009-11-06,1,0.006316319,0.9936837,-0.048520654
2009-11-09,1,0.29356194,0.70643806,0.08110115
2009-11-10,1,-0.021647364,1.0216473,-0.28850114
2009-11-11,1,0.4820572,0.5179428,-0.42535657
2009-11-12,0,0.44290993,0.55709004,-0.4308409
2009-11-13,1,-0.0005848408,1.0005848,-0.44549942
2009-11-16,1,-0.026941448,1.0269414,-0.3854854
2009-11-17,1,0.29833847,0.7016615,-0.56824845
2009-11-18,0,0.1272676,0.8727324,-0.90031695
2009-11-19,0,-0.107815176,1.1078151,-0.45427257
2009-11-20,0,0.12862831,0.8713717,-0.07823646
2009-11-23,1,0.5473175,0.4526825,-0.30652264
2009-11-24,0,0.3796149,0.6203851,-0.32835615
2009-11-25,1,0.36001885,0.63998115,-0.6382575
2009-11-27,0,0.074395075,0.92560494,-0.4440773
2009-11-30,1,-0.01038529,1.0103853,-0.47685355
2009-12-01,1,0.3402519,0.6597481,-0.38703984
2009-12-02,0,0.08826776,0.91173226,-0.39295506
2009-12-03,0,0.29738858,0.70261145,-0.28286797
2009-12-04,1,0.16941042,0.8305896,-0.4717964
2009-12-07,1,-0.15447101,1.154471,-0.52381104
2009-12-08,0,0.06090468,0.9390953,-0.41881323
2009-12-09,1,-0.076538,1.076538,-0.32607117
2009-12-10,1,0.55562246,0.44437754,-0.28375703
2009-12-11,1,0.10269004,0.89730996,-0.3548834
2009-12-14,1,0.04065582,0.95934415,-0.22451562
2009-12-15,0,-0.042907268,1.0429072,-0.18574053
2009-12-16,0,0.016413003,0.983587,-0.34028316
2009-12-17,0,-0.2542516,1.2542516,-0.25949317
2009-12-18,1,-0.008172333,1.0081723,-0.57043976
2009-12-21,1,0.09609322,0.90390676,-0.6575074
2009-12-22,1,0.00010719895,0.99989283,-0.19779596
2009-12-23,1,0.3634162,0.6365838,-0.32766458
2009-12-24,1,0.3281947,0.67180526,-0.36932448
2009-12-28,1,-0.12091538,1.1209154,-0.030657277
2009-12-29,0,0.10699257,0.8930074,-0.2947172
2009-12-30,1,0.142834,0.857166,-0.57804894
2009-12-31,0,0.259302,0.740698,-0.5476277
2010-01-04,1,0.45536613,0.54463387,-0.54564136
2010-01-05,0,0.43987602,0.560124,-0.93686444
2010-01-06,1,0.20680906,0.79319096,-0.23146136
2010-01-07,1,0.16870037,0.83129966,-0.6586106
2010-01-08,1,-0.31095082,1.3109508,0.14593914
2010-01-11,1,0.108002275,0.8919977,-0.6060753
2010-01-12,0,0.18468247,0.8153175,-0.735908
2010-01-13,1,0.23702234,0.76297766,-0.50278807
2010-01-14,1,0.35781568,0.6421843,-0.57050455
2010-01-15,0,0.16984539,0.8301546,-0.08763167
2010-01-19,1,0.12592463,0.87407535,-0.642961
2010-01-20,0,0.032863945,0.967136,-0.12441972
2010-01-21,0,0.17622523,0.82377476,-0.53459746
2010-01-22,0,0.22205703,0.77794296,-0.44975722
2010-01-25,1,0.13249144,0.86750853,-0.35313994
2010-01-26,0,0.20155454,0.79844546,-0.3772233
2010-01-27,1,0.32050538,0.6794946,-0.18853325
2010-01-28,0,0.42980433,0.5701957,-0.38609788
2010-01-29,0,0.33340907,0.6665909,-0.1393727
2010-02-01,1,-0.2592399,1.2592399,-0.38610035
2010-02-02,1,0.006088048,0.993912,0.042614892
2010-02-03,0,0.4412632,0.5587368,-0.17596179
2010-02-04,0,0.19132893,0.80867106,-0.40528163
2010-02-05,1,-0.008547485,1.0085475,-0.65852106
2010-02-08,0,0.5692331,0.43076688,-0.21902591
2010-02-09,1,0.2230237,0.7769763,-0.38526267
2010-02-10,0,0.3924391,0.6075609,-0.636902
2010-02-11,1,0.29115093,0.7088491,-0.3807959
2010-02-12,0,0.1384277,0.86157227,-0.295373
2010-02-16,1,0.23754053,0.76245946,0.11966613
2010-02-17,1,0.52743924,0.47256076,-0.5402896
2010-02-18,1,-0.056751266,1.0567513,-0.63394207
2010-02-19,1,0.2400411,0.75995886,-0.64563036
2010-02-22,0,0.46701288,0.5329871,-0.59437317
2010-02-23,0,0.278597,0.721403,-0.65797204
2010-02-24,1,0.2556234,0.7443766,-0.42238253
2010-02-25,0,-0.047278836,1.0472789,-0.48113012
2010-02-26,1,-0.06907007,1.0690701,-0.32879138
2010-03-01,1,0.13284709,0.8671529,-0.3264274
2010-03-02,1,0.2023721,0.7976279,-0.34208238
2010-03-03,0,0.17287046,0.82712954,-0.36151925
2010-03-04,1,0.08304243,0.91695756,-0.64364266
2010-03-05,1,0.64447916,0.35552084,-0.24899468
2010-03-08,0,0.33331925,0.66668075,-0.33443967
